"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WESD","WESF"
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-09",,,"0.04",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-10",,,"0.09",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-11",,,"0.19",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-12",,,"0.46",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-13",,,"0.18",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-14",,,"0.68",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-15",,,"1.65",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-16",,,"0.10",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-17",,,"0.11",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-18",,,"0.02",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-19",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-20",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-21",,,"0.05",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-22",,,"0.10",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-23",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-24",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-25",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-26",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-27",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-28",,,"0.32",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-29",,,"0.27",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-04-30",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-01",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-02",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-03",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-04",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-05",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-06",,,"0.03",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-07",,,"0.00","0.0",,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-08",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-09",,,"0.05",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-10",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-11",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-12",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-13",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-14",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-15",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-16",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-17",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-18",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-19",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-20",,,"0.12",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-21",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-22",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-23",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-24",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-25",,,"0.01",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-26",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-27",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-28",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-29",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-30",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-05-31",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-01",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-02",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-03",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-04",,,"0.05",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-05",,,"0.04",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-06",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-07",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-08",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-09",,,"0.26",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-10",,,"0.13",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-11",,,"0.21",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-12",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-13",,,"0.20",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-14",,,"0.05",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-15",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-16",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-17",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-18",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-19",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-20",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-21",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-22",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-23",,,"0.18",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-24",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-25",,,"0.17",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-26",,,"0.15",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-27",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-28",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-29",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-06-30",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-01",,,"0.02",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-02",,,"0.01",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-03",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-04",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-05",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-06",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-07",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-08",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-09",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-10",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-11",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-12",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-13",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-14",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-15",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-16",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-17",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-18",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-19",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-20",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-21",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-22",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-23",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-24",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-25",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-26",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-27",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-28",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-29",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-30",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-07-31",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-01",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-02",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-03",,,"0.04",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-04",,,"0.01",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-05",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-06",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-07",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-08",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-09",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-10",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-11",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-12",,,"0.01",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-13",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-14",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-15",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-16",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-17",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-18",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-19",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-20",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-21",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-22",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-23",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-24",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-25",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-26",,,"0.01",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-27",,,"0.27",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-28",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-29",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-30",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-08-31",,,"0.25",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-01",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-02",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-03",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-04",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-05",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-06",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-07",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-08",,,"0.14",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-09",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-10",,,"0.17",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-11",,,"0.01",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-12",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-13",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-14",,,"0.10",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-15",,,"0.08",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-16",,,"0.28",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-17",,,"0.05",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-18",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-19",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-20",,,"0.03",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-21",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-23",,,"0.01",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-24",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-25",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-26",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-27",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-28",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-29",,,"0.00",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-09-30",,,"0.10",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-10-01",,,"0.01",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2018-10-02",,,"0.27",,,,,,,
