STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT10,WT10_ATTRIBUTES
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,1/23/2018,6.71,",,W",,,,,1736,",,W",0,",,W",,,,,81,",,W",70,",,W",170,",,W",170,",,W",17,",,W",19,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,1/24/2018,6.93,",,W",,,,,1301,",,W",0,",,W",,,,,83,",,W",69,",,W",200,",,W",220,",,W",14.1,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,1/25/2018,5.59,",,W",,,,, 0622,",,W",0,",,W",,,,,79,",,W",72,",,W",130,",,W",140,",,W",8.9,",,W",13,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,1/26/2018,6.04,",,W",,,,,1322,",,W",,,,,,,81,",,W",70,",,W",290,",,W",300,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,1/27/2018,6.49,",,W",,,,,1742,",,W",0.06,",,W",,,,,75,",,W",71,",,W",360,",,W",360,",,W",18.1,",,W",21.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,1/28/2018,7.83,",,W",,,,,1506,",,W",0,",,W",,,,,82,",,W",68,",,W",330,",,W",340,",,W",18.1,",,W",23,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,1/29/2018,7.38,",,W",,,,,1422,",,W",0,",,W",,,,,81,",,W",65,",,W",320,",,W",320,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,1/30/2018,12.08,",,W",,,,,1049,",,W",0,",,W",,,,,81,",,W",68,",,W",170,",,W",170,",,W",23,",,W",28,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,1/31/2018,12.75,",,W",,,,,1142,",,W",0,",,W",,,,,84,",,W",70,",,W",160,",,W",180,",,W",25.1,",,W",30,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/1/2018,8.72,",,W",,,,,1115,",,W",0,",,W",,,,,84,",,W",70,",,W",340,",,W",330,",,W",17,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/2/2018,7.61,",,W",,,,,1331,",,W",0,",,W",,,,,85,",,W",70,",,W",330,",,W",330,",,W",21,",,W",25.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/3/2018,6.93,",,W",,,,,2235,",,W",0,",,W",,,,,82,",,W",73,",,W",30,",,W",30,",,W",10.1,",,W",13,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/4/2018,6.49,",,W",,,,,1038,",,W",0,"T,,W",,,,,82,",,W",71,",,W",190,",,W",170,",,W",16.1,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/5/2018,7.83,",,W",,,,,2229,",,W",0.06,",,W",,,,,82,",,W",67,",,W",340,",,W",340,",,W",25.1,",,W",31.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/6/2018,10.07,",,W",,,,,1524,",,W",0.03,",,W",,,,,82,",,W",69,",,W",170,",,W",180,",,W",21.9,",,W",25.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/7/2018,7.38,",,W",,,,,1524,",,W",0.03,",,W",,,,,81,",,W",68,",,W",130,",,W",130,",,W",33.1,",,W",38.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/8/2018,10.96,",,W",,,,,2006,",,W",0,"T,,W",,,,,81,",,W",65,",,W",360,",,W",40,",,W",25.9,",,W",33.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/9/2018,19.91,",,W",,,,,1656,",,W",0,",,W",,,,,81,",,W",61,",,W",350,",,W",340,",,W",36.9,",,W",40.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/10/2018,9.17,",,W",,,,, 0029,",,W",0,",,W",,,,,79,",,W",60,",,W",40,",,W",40,",,W",21.9,",,W",25.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/11/2018,6.71,",,W",,,,,1049,",,W",0,",,W",,,,,79,",,W",63,",,W",310,",,W",330,",,W",12.1,",,W",15,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/12/2018,6.26,",,W",,,,,1457,",,W",0,",,W",,,,,82,",,W",65,",,W",280,",,W",280,",,W",14.1,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/13/2018,9.17,",,W",,,,,1413,",,W",0,",,W",,,,,82,",,W",70,",,W",330,",,W",330,",,W",16.1,",,W",19,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/14/2018,11.18,",,W",,,,,1608,",,W",0,",,W",,,,,85,",,W",71,",,W",170,",,W",170,",,W",25.9,",,W",32,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/15/2018,14.32,",,W",,,,, 0953,",,W",1.89,",,W",,,,,77,",,W",69,",,W",180,",,W",180,",,W",29.1,",,W",36,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/16/2018,5.59,",,W",,,,, 0113,",,W",0,",,W",,,,,81,",,W",70,",,W",40,",,W",110,",,W",12.1,",,W",15,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/17/2018,9.4,",,W",,,,,1728,",,W",0,",,W",,,,,82,",,W",71,",,W",320,",,W",320,",,W",23,",,W",27.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/18/2018,10.96,",,W",,,,,1741,",,W",1.65,",,W",,,,,81,",,W",66,",,W",340,",,W",340,",,W",36.9,",,W",45,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/19/2018,9.17,",,W",,,,, 0105,",,W",0.06,",,W",,,,,81,",,W",66,",,W",50,",,W",50,",,W",33.1,",,W",40.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/20/2018,8.5,",,W",,,,,2029,",,W",0,",,W",,,,,81,",,W",66,",,W",330,",,W",30,",,W",15,",,W",21,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/21/2018,6.26,",,W",,,,,1901,",,W",0,"T,,W",,,,,79,",,W",68,",,W",10,",,W",10,",,W",13,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/22/2018,7.61,",,W",,,,,1122,",,W",0.15,",,W",,,,,77,",,W",71,",,W",160,",,W",140,",,W",23,",,W",32,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/23/2018,10.96,",,W",,,,,1346,",,W",0.05,",,W",,,,,,,,,160,",,W",150,",,W",25.9,",,W",31.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/24/2018,8.5,",,W",,,,,1413,",,W",0,",,W",,,,,82,",,W",72,",,W",160,",,W",330,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/25/2018,6.93,",,W",,,,,1631,",,W",0,",,W",,,,,81,",,W",72,",,W",160,",,W",160,",,W",15,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/26/2018,8.05,",,W",,,,,1036,",,W",0,"T,,W",,,,,84,",,W",71,",,W",150,",,W",150,",,W",21.9,",,W",25.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/27/2018,6.93,",,W",,,,,1346,",,W",0,",,W",,,,,83,",,W",71,",,W",230,",,W",220,",,W",15,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,2/28/2018,7.61,",,W",,,,,1027,",,W",0,",,W",,,,,82,",,W",73,",,W",170,",,W",180,",,W",16.1,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/1/2018,8.5,",,W",,,,,,,0,",,W",0,",,W",,,83,",,W",73,",,W",150,",,W",140,",,W",15,",,W",19,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/2/2018,7.83,",,W",,,,,,,0,",,W",0,",,W",,,84,",,W",70,",,W",150,",,W",150,",,W",16.1,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/3/2018,7.83,",,W",,,,,,,0,",,W",0,",,W",,,82,",,W",71,",,W",150,",,W",150,",,W",16.1,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/4/2018,7.38,",,W",,,,,,,0,",,W",0,",,W",,,81,",,W",70,",,W",160,",,W",160,",,W",17,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/5/2018,6.49,",,W",,,,,,,0,",,W",0,",,W",,,83,",,W",71,",,W",200,",,W",180,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/6/2018,5.82,",,W",,,,,,,0,"T,,W",0,",,W",,,83,",,W",70,",,W",30,",,W",340,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/7/2018,7.38,",,W",,,,,,,0,",,W",0,",,W",,,83,",,W",68,",,W",320,",,W",290,",,W",15,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/8/2018,8.72,",,W",,,,,,,0,",,W",0,",,W",,,81,",,W",66,",,W",350,",,W",10,",,W",23,",,W",25.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/9/2018,16.33,",,W",,,,,,,0,",,W",0,",,W",,,82,",,W",68,",,W",40,",,W",40,",,W",25.9,",,W",31.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/10/2018,8.05,",,W",,,,,,,0,",,W",0,",,W",,,80,",,W",67,",,W",30,",,W",30,",,W",17,",,W",19,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/11/2018,10.74,",,W",,,,,,,0,",,W",0,",,W",,,84,",,W",68,",,W",20,",,W",10,",,W",25.9,",,W",31.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/12/2018,7.83,",,W",,,,,,,0.01,",,W",0,",,W",,,78,",,W",66,",,W",170,",,W",160,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/13/2018,5.82,",,W",,,,,,,0.02,",,W",0,",,W",,,77,",,W",66,",,W",150,",,W",130,",,W",16.1,",,W",19.9,",,W",1,",,W",,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/14/2018,5.82,",,W",,,,,,,0,",,W",0,",,W",,,81,",,W",70,",,W",290,",,W",290,",,W",13,",,W",14.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/15/2018,8.05,",,W",,,,,,,0,",,W",0,",,W",,,83,",,W",71,",,W",170,",,W",170,",,W",17,",,W",21,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/16/2018,8.72,",,W",,,,,,,0,",,W",0,",,W",,,81,",,W",73,",,W",340,",,W",320,",,W",16.1,",,W",19,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/17/2018,7.61,",,W",,,,,,,0,",,W",0,",,W",,,82,",,W",73,",,W",190,",,W",150,",,W",15,",,W",18.1,",,W",,,,,1,",,W",,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/18/2018,7.16,",,W",,,,,,,0,"T,,W",0,",,W",,,82,",,W",73,",,W",140,",,W",210,",,W",14.1,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/19/2018,6.26,",,W",,,,,,,0.08,",,W",0,",,W",,,81,",,W",71,",,W",240,",,W",250,",,W",21,",,W",23,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/20/2018,6.49,",,W",,,,,,,,,0,",,W",,,81,",,W",70,",,W",320,",,W",320,",,W",15,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/21/2018,6.93,",,W",,,,,,,0,",,W",0,",,W",,,83,",,W",73,",,W",360,",,W",160,",,W",14.1,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/22/2018,7.38,",,W",,,,,,,0,",,W",0,",,W",,,82,",,W",70,",,W",260,",,W",260,",,W",17,",,W",19,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/23/2018,6.04,",,W",,,,,,,0,",,W",0,",,W",,,81,",,W",74,",,W",280,",,W",270,",,W",12.1,",,W",14.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/24/2018,8.5,",,W",,,,,,,0.79,",,W",0,",,W",,,77,",,W",70,",,W",230,",,W",240,",,W",17,",,W",19.9,",,W",1,",,W",,,1,",,W",,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/25/2018,9.17,",,W",,,,,,,0,",,W",0,",,W",,,80,",,W",69,",,W",160,",,W",170,",,W",16.1,",,W",19,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/26/2018,14.09,",,W",,,,,,,0.22,",,W",0,",,W",,,82,",,W",71,",,W",140,",,W",180,",,W",29.1,",,W",34,",,W",1,",,W",,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/27/2018,6.71,",,W",,,,,,,0,",,W",0,",,W",,,82,",,W",71,",,W",160,",,W",160,",,W",23,",,W",28,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/28/2018,5.82,",,W",,,,,,,0,",,W",0,",,W",,,83,",,W",69,",,W",360,",,W",290,",,W",10.1,",,W",13,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/29/2018,7.38,",,W",,,,,,,0,",,W",0,",,W",,,84,",,W",71,",,W",320,",,W",330,",,W",16.1,",,W",19,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/30/2018,8.5,",,W",,,,,,,0,",,W",0,",,W",,,84,",,W",69,",,W",330,",,W",350,",,W",15,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,3/31/2018,6.71,",,W",,,,,,,0,",,W",0,",,W",,,84,",,W",73,",,W",170,",,W",160,",,W",17,",,W",19,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,4/1/2018,8.5,",,W",,,,,,,0,",,W",0,",,W",,,83,",,W",74,",,W",40,",,W",40,",,W",17,",,W",21,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,4/2/2018,14.99,",,W",,,,,,,0.21,",,W",0,",,W",,,84,",,W",74,",,W",170,",,W",160,",,W",25.9,",,W",30,",,W",1,",,W",,,1,",,W",,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,4/3/2018,12.75,",,W",,,,,,,0,",,W",0,",,W",,,84,",,W",74,",,W",170,",,W",170,",,W",19.9,",,W",23,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,4/4/2018,14.99,",,W",,,,,,,0,",,W",0,",,W",,,86,",,W",74,",,W",170,",,W",170,",,W",23.9,",,W",29.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,4/5/2018,8.95,",,W",,,,,,,0,",,W",0,",,W",,,86,",,W",75,",,W",200,",,W",180,",,W",18.1,",,W",21.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,4/7/2018,8.05,",,W",,,,,,,0.38,",,W",0,",,W",,,81,",,W",74,",,W",230,",,W",240,",,W",18.1,",,W",21,",,W",1,",,W",,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,4/8/2018,5.82,",,W",,,,,,,0.31,",,W",0,",,W",,,83,",,W",73,",,W",310,",,W",300,",,W",14.1,",,W",17,",,W",1,",,W",,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,4/9/2018,5.82,",,W",,,,,,,0,",,W",0,",,W",,,82,",,W",73,",,W",360,",,W",350,",,W",18.1,",,W",21,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,4/10/2018,8.05,",,W",,,,,,,0,",,W",0,",,W",,,84,",,W",73,",,W",180,",,W",170,",,W",16.1,",,W",19,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,4/11/2018,8.28,",,W",,,,,,,0.1,",,W",0,",,W",,,82,",,W",74,",,W",230,",,W",220,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,4/12/2018,8.28,",,W",,,,,,,0.01,",,W",0,",,W",,,83,",,W",74,",,W",230,",,W",150,",,W",16.1,",,W",19,",,W",,,,,,,,
